State,Median Income,Medicare spending per patient,Skilled Nursing Facility,Weighted Efficiency Domain Score,spending
MN,377.8652564,0.607654475,2.088911091,1.168351408,medium
MN,377.7069231,0.607654475,2.13078236,0.778900939,medium
MN,299.4319231,0.588465387,1.378960462,1.168351408,medium
MN,358.3069231,0.556483572,3.587902524,2.726153286,medium
MN,338.9985898,0.562879935,3.008218065,1.947252347,medium
MN,229.2069231,0.63963629,3.546031254,0,medium
MN,619.7985898,0.556483572,2.524372289,5.007220321,medium
MN,361.6069231,0.575672661,2.415506989,3.338146881,medium
MN,495.4235898,0.588465387,3.252001898,1.557801878,medium
MN,676.4902564,0.607654475,4.074539717,0.778900939,medium
MN,384.0485898,0.601258112,1.876763327,1.168351408,medium
MN,576.0985898,0.556483572,2.51413709,2.336702817,medium
MN,377.7069231,0.594861749,2.73558958,1.557801878,medium
MN,412.5652564,0.594861749,2.362470049,2.336702817,medium
MN,679.6985898,0.543690846,3.095682494,3.505054225,low
MN,463.0235898,0.582069024,3.162676524,1.557801878,medium
MN,435.0902564,0.575672661,3.693976405,1.66907344,medium
MN,367.2235898,0.550087209,1.974462955,2.726153286,medium
MN,533.9902564,0.575672661,2.46482204,2.225431254,medium
MN,511.4319231,0.626843564,3.712585858,0.389450469,medium
MN,126.6235898,0.626843564,1.777202754,0.389450469,medium
MN,302.4152564,0.594861749,2.59136632,3.338146881,medium
MN,362.8152564,0.614050838,3.020314209,1.168351408,medium
MN,361.4985898,0.582069024,3.457636353,2.336702817,medium
MN,372.6819231,0.562879935,1.658102255,2.726153286,medium
MN,376.2652564,0.537294483,2.678830748,4.450862508,low
MN,596.0735898,0.562879935,2.539259851,2.336702817,medium
MN,345.6902564,0.614050838,2.087980618,0.778900939,medium
MN,477.4735898,0.588465387,1.753010465,1.947252347,medium
MN,443.4652564,0.594861749,2.340138705,1.557801878,medium
MN,478.4152564,0.524501758,2.456447786,5.563578135,low
MN,361.7819231,0.524501758,2.268492311,3.505054225,low
MN,513.5319231,0.588465387,3.773997053,1.66907344,medium
MN,216.5402564,0.466934491,0,0.602647723,low
MN,256.0485898,0.422159951,0.366606223,0.602647723,low
MN,549.2485898,0.569276298,2.636029007,2.336702817,medium
MN,449.8235898,0.569276298,2.57740923,2.336702817,medium
MN,769.8569231,0.575672661,2.516928508,1.557801878,medium
MN,663.2235898,0.562879935,2.240578132,2.726153286,medium
MN,322.1652564,0.439177239,1.980251377,0.602647723,low
MN,143.0152564,0.439177239,1.980251377,0.602647723,low
MN,336.9152564,0.439177239,1.980251377,0.602647723,low
MN,356.9735898,0.439177239,1.980251377,0.602647723,low
MN,358.7402564,0.439177239,1.980251377,0.602647723,low
MN,357.1402564,0.439177239,1.980251377,0.602647723,low
MN,353.9235898,0.439177239,1.980251377,0.602647723,low
MN,378.7652564,0.439177239,1.980251377,0.602647723,low
MN,324.6069231,0.439177239,1.980251377,0.602647723,low
MN,456.0235898,0.439177239,1.980251377,0.602647723,low
MN,426.5819231,0.439177239,1.980251377,0.602647723,low
MN,361.6069231,0.439177239,1.980251377,0.602647723,low
MN,378.0319231,0.439177239,1.980251377,0.602647723,low
MN,356.5069231,0.439177239,1.980251377,0.602647723,low
MN,350.5152564,0.439177239,1.980251377,0.602647723,low
MN,410.8485898,0.439177239,1.980251377,0.602647723,low
MN,330.2069231,0.439177239,1.980251377,0.602647723,low
MN,379.4735898,0.439177239,1.980251377,0.602647723,low
MN,358.2819231,0.439177239,1.980251377,0.602647723,low
MN,372.5735898,0.439177239,1.980251377,0.602647723,low
MN,300.2235898,0.439177239,1.980251377,0.602647723,low
MN,389.3319231,0.439177239,1.980251377,0.602647723,low
MN,356.1235898,0.439177239,1.980251377,0.602647723,low
MN,363.1985898,0.439177239,1.980251377,0.602647723,low
MN,392.6069231,0.439177239,1.980251377,0.602647723,low
MN,316.5652564,0.439177239,1.980251377,0.602647723,low
MN,323.1902564,0.439177239,1.980251377,0.602647723,low
MN,418.2985898,0.439177239,1.980251377,0.602647723,low
MN,463.2985898,0.439177239,1.980251377,0.602647723,low
MN,338.3819231,0.439177239,1.980251377,0.602647723,low
MN,346.2819231,0.439177239,1.980251377,0.602647723,low
MN,417.4485898,0.439177239,1.980251377,0.602647723,low
MN,398.7985898,0.439177239,1.980251377,0.602647723,low
MN,451.0819231,0.439177239,1.980251377,0.602647723,low
MN,430.3902564,0.439177239,1.980251377,0.602647723,low
MN,437.3819231,0.439177239,1.980251377,0.602647723,low
MN,415.6235898,0.439177239,1.980251377,0.602647723,low
MN,402.1402564,0.439177239,1.980251377,0.602647723,low
MN,331.9069231,0.439177239,1.980251377,0.602647723,low
MN,340.4152564,0.439177239,1.980251377,0.602647723,low
MN,425.8319231,0.439177239,1.980251377,0.602647723,low
MN,430.2402564,0.439177239,1.980251377,0.602647723,low
MN,423.1652564,0.439177239,1.980251377,0.602647723,low
MN,543.0235898,0.439177239,1.980251377,0.602647723,low
MN,413.9569231,0.439177239,1.980251377,0.602647723,low
MN,353.4485898,0.439177239,1.980251377,0.602647723,low
MN,437.2985898,0.439177239,1.980251377,0.602647723,low
MN,413.4069231,0.439177239,1.980251377,0.602647723,low
MN,363.2902564,0.439177239,1.980251377,0.602647723,low
MN,376.5985898,0.439177239,1.980251377,0.602647723,low
MN,316.9402564,0.439177239,1.980251377,0.602647723,low
MN,271.2069231,0.439177239,1.980251377,0.602647723,low
MN,447.6402564,0.439177239,1.980251377,0.602647723,low
MN,289.0069231,0.439177239,1.980251377,0.602647723,low
MN,334.8319231,0.439177239,1.980251377,0.602647723,low
MN,380.2819231,0.439177239,1.980251377,0.602647723,low
MN,358.7735898,0.439177239,1.980251377,0.602647723,low
MN,550.8819231,0.439177239,1.980251377,0.602647723,low
MN,564.6485898,0.439177239,1.980251377,0.602647723,low
MN,373.8152564,0.439177239,1.980251377,0.602647723,low
MN,404.3652564,0.439177239,1.980251377,0.602647723,low
MN,345.7569231,0.439177239,1.980251377,0.602647723,low
MN,419.0235898,0.439177239,1.980251377,0.602647723,low
MN,379.1735898,0.439177239,1.980251377,0.602647723,low
MN,413.4902564,0.439177239,1.980251377,0.602647723,low
MN,315.3985898,0.439177239,1.980251377,0.602647723,low
MN,367.4152564,0.439177239,1.980251377,0.602647723,low
MN,380.9319231,0.439177239,1.980251377,0.602647723,low
MN,393.7985898,0.439177239,1.980251377,0.602647723,low
MN,365.4902564,0.439177239,1.980251377,0.602647723,low
MN,811.3235898,0.439177239,1.980251377,0.602647723,low
MN,468.1485898,0.439177239,1.980251377,0.602647723,low
MN,365.4819231,0.439177239,1.980251377,0.602647723,low
MN,375.2402564,0.439177239,1.980251377,0.602647723,low
MN,408.9569231,0.439177239,1.980251377,0.602647723,low
MN,363.5069231,0.439177239,1.980251377,0.602647723,low
MN,342.6819231,0.439177239,1.980251377,0.602647723,low
MN,364.1069231,0.439177239,1.980251377,0.602647723,low
MN,216.5402564,0.439177239,1.980251377,0.602647723,low
MS,346.3902564,0.646032653,2.281518928,0.389450469,medium
MS,534.9569231,0.594861749,3.714446803,0.973626174,medium
MS,306.5402564,0.626843564,2.932849781,0.389450469,medium
MS,226.0319231,0.588465387,2.627654753,1.947252347,medium
MS,260.7402564,0.626843564,2.059135966,0.389450469,medium
MS,271.5152564,0.626843564,3.18221645,0,medium
MS,260.8652564,0.671618104,5.589349185,0.602647723,medium
MS,256.0819231,0.633239927,1.378960462,0.602647723,medium
MS,264.9402564,0.53089812,2.502971418,0.602647723,low
MS,385.9680787,0.652429015,1.767898028,0,medium
MS,276.7485898,0.582069024,2.283379874,2.920878521,medium
MS,297.4235898,0.633239927,3.042645553,0,medium
MS,259.7152564,0.543690846,2.127060469,0.602647723,low
MS,333.6402564,0.678014467,1.862806238,0.778900939,medium
MS,329.2402564,0.614050838,2.242439077,0.389450469,medium
MS,382.6985898,0.614050838,3.011009483,1.168351408,medium
MS,316.1985898,0.614050838,1.710208724,4.450862508,medium
MS,353.1735898,0.633239927,1.711139196,0.778900939,medium
MS,218.8652564,0.607654475,1.858153874,0.778900939,medium
MS,281.3319231,0.556483572,1.488756234,3.894504694,medium
MS,270.9485898,0.607654475,2.930058363,0.973626174,medium
MS,346.3902564,0.633239927,2.434116442,0.389450469,medium
MS,231.7485898,0.582069024,3.085447295,0.486813087,medium
MS,248.9235898,0.633239927,3.561849289,0,medium
MS,259.0735898,0.439177239,1.980251377,0.602647723,low
MS,306.9652564,0.633239927,3.734917202,1.168351408,medium
MS,245.9652564,0.582069024,2.214524898,1.947252347,medium
MS,189.5985898,0.703599919,1.665546037,0.602647723,medium
MS,276.6819231,0.537294483,2.27872751,0.602647723,low
MS,254.8152564,0.607654475,2.608114827,2.336702817,medium
MS,236.0319231,0.754770822,4.45510303,0,medium
MS,231.3069231,0.671618104,2.00423808,0,medium
MS,251.7319231,0.537294483,1.99028099,3.505054225,low
MS,385.9680787,0.626843564,2.469474403,0,medium
MS,226.7652564,0.550087209,1.018867548,0.602647723,medium
MS,236.0319231,0.439177239,1.980251377,0.602647723,low
MS,177.9985898,0.665221741,1.851640566,0,medium
MS,231.9319231,0.72918537,2.183819301,0,medium
MS,282.8485898,0.607654475,3.623260484,2.434065434,medium
MS,304.2235898,0.646032653,2.418298407,0.389450469,medium
MS,468.2402564,0.633239927,2.223829624,0,medium
MS,217.8652564,0.658825378,3.232461973,0,medium
MS,518.6402564,0.658825378,3.543239836,0.389450469,medium
MS,385.9680787,0.633239927,2.702092564,0.778900939,medium
MS,200.5069231,0.646032653,2.170792683,0.389450469,medium
MS,195.7652564,0.614050838,3.370171924,1.168351408,medium
MS,322.4569231,0.646032653,2.628585225,0,medium
MS,236.0319231,0.633239927,2.420159353,0,medium
MS,314.4319231,0.620447201,2.284310346,1.557801878,medium
MS,231.9319231,0.646032653,1.35011581,0.778900939,medium
MS,395.9485898,0.633239927,1.727887704,0.778900939,medium
MS,270.5235898,0.665221741,3.100334857,0,medium
MS,338.7402564,0.697203556,3.91728984,0,medium
MS,293.2319231,0.652429015,1.917704124,0,medium
MS,268.7485898,0.439177239,1.980251377,0.602647723,low
MS,439.6985898,0.439177239,1.980251377,0.602647723,low
MS,439.6985898,0.633239927,2.924475527,0.778900939,medium
MS,404.6152564,0.626843564,2.347582486,0.389450469,medium
MS,236.0319231,0.588465387,0,0.602647723,medium
MS,385.9680787,0.626843564,2.465752512,1.947252347,medium
MS,312.1652564,0.439177239,1.980251377,0.602647723,low
MS,587.4985898,0.439177239,1.980251377,0.602647723,low
MS,271.5985898,0.439177239,1.980251377,0.602647723,low
MS,285.7485898,0.439177239,1.980251377,0.602647723,low
MS,347.8569231,0.439177239,1.980251377,0.602647723,low
MS,212.7985898,0.439177239,1.980251377,0.602647723,low
MS,328.4402564,0.439177239,1.980251377,0.602647723,low
MS,360.2652564,0.439177239,1.980251377,0.602647723,low
MS,310.2985898,0.439177239,1.980251377,0.602647723,low
MS,222.3652564,0.439177239,1.980251377,0.602647723,low
MS,255.7069231,0.439177239,1.980251377,0.602647723,low
MS,223.2319231,0.439177239,1.980251377,0.602647723,low
MS,283.9319231,0.439177239,1.980251377,0.602647723,low
MS,268.8819231,0.439177239,1.980251377,0.602647723,low
MS,324.9985898,0.439177239,1.980251377,0.602647723,low
MS,201.3735898,0.439177239,1.980251377,0.602647723,low
MS,178.7569231,0.439177239,1.980251377,0.602647723,low
MS,199.6485898,0.439177239,1.980251377,0.602647723,low
MS,287.2069231,0.439177239,1.980251377,0.602647723,low
MS,345.3985898,0.439177239,1.980251377,0.602647723,low
MS,263.3485898,0.439177239,1.980251377,0.602647723,low
MS,248.0569231,0.439177239,1.980251377,0.602647723,low
MS,220.3902564,0.439177239,1.980251377,0.602647723,low
MS,290.5652564,0.439177239,1.980251377,0.602647723,low
MS,343.1235898,0.439177239,1.980251377,0.602647723,low
MS,281.0735898,0.439177239,1.980251377,0.602647723,low
MS,230.5069231,0.439177239,1.980251377,0.602647723,low
MS,271.1485898,0.439177239,1.980251377,0.602647723,low
MS,304.3902564,0.439177239,1.980251377,0.602647723,low
MS,244.9569231,0.439177239,1.980251377,0.602647723,low
MS,121.0152564,0.439177239,1.980251377,0.602647723,low
MS,243.6652564,0.439177239,1.980251377,0.602647723,low
MO,359.3402564,0.646032653,2.231273405,0,medium
MO,343.9069231,0.562879935,1.780924645,0,medium
MO,459.4819231,0.646032653,2.506693309,0,medium
MO,428.9819231,0.607654475,2.813749282,0.778900939,medium
MO,385.9680787,0.550087209,1.995863826,3.115603755,medium
MO,457.5235898,0.582069024,2.665804131,1.947252347,medium
MO,267.3819231,0.614050838,2.527163707,0.389450469,medium
MO,334.1402564,0.607654475,2.070301638,1.168351408,medium
MO,885.0985898,0.620447201,2.104729126,0.389450469,medium
MO,236.5819231,0.601258112,3.823312103,1.168351408,medium
MO,375.0569231,0.620447201,2.542051269,0,medium
MO,286.7485898,0.550087209,2.111242434,4.381317781,medium
MO,323.7735898,0.562879935,2.634168061,2.336702817,medium
MO,230.3985898,0.633239927,2.260118057,0.389450469,medium
MO,323.8569231,0.633239927,1.926078378,0,medium
MO,274.0152564,0.575672661,3.129179509,3.894504694,medium
MO,314.4485898,0.588465387,2.328042561,1.557801878,medium
MO,385.9680787,0.594861749,2.620210972,1.168351408,medium
MO,299.8235898,0.582069024,1.324062575,1.947252347,medium
MO,300.5235898,0.582069024,3.445540209,2.726153286,medium
MO,433.6735898,0.594861749,3.090099658,1.557801878,medium
MO,374.6819231,0.607654475,2.814679755,0.778900939,medium
MO,318.2319231,0.53089812,1.607856733,3.894504694,low
MO,279.2069231,0.575672661,3.356214835,2.225431254,medium
MO,532.9819231,0.63963629,2.860272914,0,medium
MO,327.1902564,0.588465387,3.313413093,2.336702817,medium
MO,389.9319231,0.614050838,2.54949505,1.168351408,medium
MO,269.0902564,0.614050838,2.646264206,0.778900939,medium
MO,168.3235898,0.556483572,1.551097901,4.673405633,medium
MO,299.7485898,0.620447201,3.946134492,1.168351408,medium
MO,530.2152564,0.626843564,2.806305501,0.389450469,medium
MO,305.0069231,0.562879935,2.752338087,3.115603755,medium
MO,244.6902564,0.626843564,3.760970436,0,medium
MO,592.9985898,0.614050838,3.054741697,0.778900939,medium
MO,432.7652564,0.658825378,3.266889461,0.389450469,medium
MO,525.1902564,0.626843564,2.755129505,0.389450469,medium
MO,385.9680787,0.588465387,2.120547161,1.557801878,medium
MO,549.5985898,0.63963629,3.158954634,0,medium
MO,414.1569231,0.620447201,2.068440692,0.389450469,medium
MO,343.4569231,0.575672661,2.847246297,2.336702817,medium
MO,467.6902564,0.511709032,1.009562821,5.563578135,low
MO,432.8319231,0.652429015,2.966346796,0,medium
MO,323.8569231,0.658825378,2.598810101,0,medium
MO,1071.265256,0.620447201,2.566243558,0.778900939,medium
MO,375.8235898,0.607654475,2.298267436,1.168351408,medium
MO,292.2402564,0.620447201,2.901213711,1.168351408,medium
MO,347.6819231,0.601258112,2.348512959,0.389450469,medium
MO,296.6235898,0.601258112,1.996794299,1.557801878,medium
MO,359.3402564,0.601258112,2.377357611,1.168351408,medium
MO,310.6235898,0.63963629,2.22941246,0.389450469,medium
MO,385.9680787,0.620447201,2.282449401,0.778900939,medium
MO,325.2735898,0.569276298,2.57740923,2.336702817,medium
MO,242.3569231,0.550087209,2.189402136,0.602647723,medium
MO,340.3485898,0.63963629,4.710983007,1.168351408,medium
MO,885.0985898,0.556483572,1.361281481,3.894504694,medium
MO,347.6819231,0.607654475,3.561849289,1.168351408,medium
MO,298.7985898,0.588465387,2.725354381,1.557801878,medium
MO,694.3402564,0.620447201,2.440629751,0.389450469,medium
MO,385.9680787,0.626843564,2.765364704,0,medium
MO,803.1652564,0.614050838,2.429464079,1.168351408,medium
MO,276.8819231,0.633239927,2.677900276,0.389450469,medium
MO,254.8319231,0.63963629,2.654638459,0.389450469,medium
MO,411.1319231,0.588465387,2.484361965,1.947252347,medium
MO,551.8902564,0.620447201,3.368310979,0.389450469,medium
MO,620.7069231,0.607654475,2.516928508,1.168351408,medium
MO,553.3985898,0.646032653,2.793278884,0.778900939,medium
MO,303.1652564,0.594861749,2.926336472,1.947252347,medium
MO,641.5735898,0.633239927,2.692787838,0.778900939,medium
MO,300.6235898,0.646032653,5.832202546,1.66907344,medium
MO,388.2402564,0.582069024,3.049158861,0.602647723,medium
MO,252.4152564,0.697203556,3.942412602,0,medium
MO,455.8652564,0.63963629,3.409251775,0,medium
MO,615.7652564,0.607654475,2.634168061,0.778900939,medium
MO,704.1319231,0.626843564,2.448073532,0.778900939,medium
MO,296.6235898,0.53089812,1.351046282,7.789009389,low
MO,294.7902564,0.582069024,2.793278884,2.225431254,medium
MO,282.3652564,0.439177239,1.980251377,0.602647723,low
MO,348.8569231,0.439177239,1.980251377,0.602647723,low
MO,288.3152564,0.439177239,1.980251377,0.602647723,low
MO,277.1652564,0.439177239,1.980251377,0.602647723,low
MO,309.7735898,0.439177239,1.980251377,0.602647723,low
MO,273.8319231,0.439177239,1.980251377,0.602647723,low
MO,295.2735898,0.439177239,1.980251377,0.602647723,low
MO,325.3235898,0.439177239,1.980251377,0.602647723,low
MO,376.1819231,0.439177239,1.980251377,0.602647723,low
MO,284.2652564,0.439177239,1.980251377,0.602647723,low
MO,366.8902564,0.439177239,1.980251377,0.602647723,low
MO,263.1985898,0.439177239,1.980251377,0.602647723,low
MO,303.0985898,0.439177239,1.980251377,0.602647723,low
MO,302.7819231,0.439177239,1.980251377,0.602647723,low
MO,439.4819231,0.439177239,1.980251377,0.602647723,low
MO,349.7152564,0.439177239,1.980251377,0.602647723,low
MO,316.8569231,0.439177239,1.980251377,0.602647723,low
MO,445.2985898,0.439177239,1.980251377,0.602647723,low
MO,329.9985898,0.439177239,1.980251377,0.602647723,low
MO,357.5319231,0.439177239,1.980251377,0.602647723,low
MO,281.2069231,0.439177239,1.980251377,0.602647723,low
MO,304.6819231,0.439177239,1.980251377,0.602647723,low
MO,393.2735898,0.439177239,1.980251377,0.602647723,low
MO,327.6985898,0.439177239,1.980251377,0.602647723,low
MO,310.4235898,0.439177239,1.980251377,0.602647723,low
MO,307.0069231,0.439177239,1.980251377,0.602647723,low
MO,222.5902564,0.439177239,1.980251377,0.602647723,low
MO,339.7652564,0.439177239,1.980251377,0.602647723,low
MO,299.8235898,0.439177239,1.980251377,0.602647723,low
MT,395.1985898,0.550087209,1.713930614,2.726153286,medium
MT,337.4569231,0.601258112,2.316876889,1.168351408,medium
MT,325.5819231,0.626843564,2.623002389,0.778900939,medium
MT,385.9680787,0.588465387,2.020986587,1.947252347,medium
MT,324.4069231,0.620447201,3.941482129,0.778900939,medium
MT,437.8485898,0.588465387,2.54949505,1.557801878,medium
MT,363.1985898,0.537294483,1.428275512,3.894504694,low
MT,385.9680787,0.601258112,2.307572162,1.168351408,medium
MT,371.4402564,0.594861749,2.400619427,1.947252347,medium
MT,382.7985898,0.582069024,2.444351641,2.336702817,medium
MT,287.7069231,0.409367225,0.186094529,0.602647723,low
MT,325.5819231,0.524501758,2.119616688,5.563578135,low
MT,371.4402564,0.53089812,1.579012081,5.563578135,low
MT,254.4485898,0.439177239,1.980251377,0.602647723,low
MT,297.5235898,0.439177239,1.980251377,0.602647723,low
MT,300.4319231,0.439177239,1.980251377,0.602647723,low
MT,381.8569231,0.439177239,1.980251377,0.602647723,low
MT,399.6569231,0.439177239,1.980251377,0.602647723,low
MT,263.1402564,0.439177239,1.980251377,0.602647723,low
MT,276.7319231,0.439177239,1.980251377,0.602647723,low
MT,321.6152564,0.439177239,1.980251377,0.602647723,low
MT,303.7735898,0.439177239,1.980251377,0.602647723,low
MT,364.3569231,0.439177239,1.980251377,0.602647723,low
MT,351.0235898,0.439177239,1.980251377,0.602647723,low
MT,313.4069231,0.439177239,1.980251377,0.602647723,low
MT,315.6402564,0.439177239,1.980251377,0.602647723,low
MT,330.2152564,0.439177239,1.980251377,0.602647723,low
MT,247.1652564,0.439177239,1.980251377,0.602647723,low
MT,313.1235898,0.439177239,1.980251377,0.602647723,low
MT,259.7652564,0.439177239,1.980251377,0.602647723,low
MT,324.6985898,0.439177239,1.980251377,0.602647723,low
MT,308.8069231,0.439177239,1.980251377,0.602647723,low
MT,437.1235898,0.439177239,1.980251377,0.602647723,low
MT,339.5985898,0.439177239,1.980251377,0.602647723,low
MT,322.2985898,0.439177239,1.980251377,0.602647723,low
MT,507.7735898,0.439177239,1.980251377,0.602647723,low
MT,319.4319231,0.439177239,1.980251377,0.602647723,low
MT,430.6319231,0.439177239,1.980251377,0.602647723,low
MT,335.0985898,0.439177239,1.980251377,0.602647723,low
MT,312.5402564,0.439177239,1.980251377,0.602647723,low
MT,391.5069231,0.439177239,1.980251377,0.602647723,low
MT,363.8485898,0.439177239,1.980251377,0.602647723,low
MT,294.9569231,0.439177239,1.980251377,0.602647723,low
MT,357.4652564,0.439177239,1.980251377,0.602647723,low
MT,302.7819231,0.439177239,1.980251377,0.602647723,low
MT,375.5402564,0.439177239,1.980251377,0.602647723,low
MT,317.7069231,0.439177239,1.980251377,0.602647723,low
MT,314.7235898,0.439177239,1.980251377,0.602647723,low
MT,872.0485898,0.439177239,1.980251377,0.602647723,low
MT,298.9902564,0.439177239,1.980251377,0.602647723,low
MT,309.3485898,0.439177239,1.980251377,0.602647723,low
MT,322.2819231,0.439177239,1.980251377,0.602647723,low
NE,443.1152564,0.652429015,3.504159985,0,medium
NE,385.9680787,0.665221741,3.880070934,0,medium
NE,385.9680787,0.63963629,3.051019807,0,medium
NE,372.0069231,0.652429015,4.142464221,0,medium
NE,402.7985898,0.633239927,3.787954142,0,medium
NE,216.1069231,0.658825378,3.040784608,0.389450469,medium
NE,361.1902564,0.652429015,4.051277901,0,medium
NE,401.0485898,0.646032653,3.623260484,0,medium
NE,520.0319231,0.652429015,3.292942695,0,medium
NE,319.4735898,0.614050838,2.886326148,0.778900939,medium
NE,343.1319231,0.601258112,3.362728143,0.778900939,medium
NE,364.8735898,0.652429015,4.847762486,0,medium
NE,534.2485898,0.671618104,3.029618936,0,medium
NE,625.6735898,0.678014467,4.88777281,0,medium
NE,413.3902564,0.594861749,4.625379524,0.778900939,medium
NE,384.2402564,0.658825378,3.947995438,0,medium
NE,443.1152564,0.607654475,3.382268069,1.66907344,medium
NE,830.7485898,0.646032653,2.294545545,0,medium
NE,550.3819231,0.607654475,2.564382613,1.112715627,medium
NE,765.9402564,0.646032653,3.555335981,0,medium
NE,401.0485898,0.556483572,1.540862702,3.894504694,medium
NE,539.6402564,0.652429015,3.62884332,0,medium
NE,534.2485898,0.614050838,1.571568299,3.115603755,medium
NE,372.1319231,0.439177239,1.980251377,0.602647723,low
NE,362.9069231,0.439177239,1.980251377,0.602647723,low
NE,349.7402564,0.439177239,1.980251377,0.602647723,low
NE,312.1235898,0.439177239,1.980251377,0.602647723,low
NE,316.9402564,0.439177239,1.980251377,0.602647723,low
NE,349.2152564,0.439177239,1.980251377,0.602647723,low
NE,422.9152564,0.439177239,1.980251377,0.602647723,low
NE,447.9569231,0.439177239,1.980251377,0.602647723,low
NE,392.9152564,0.439177239,1.980251377,0.602647723,low
NE,368.9235898,0.439177239,1.980251377,0.602647723,low
NE,274.6819231,0.439177239,1.980251377,0.602647723,low
NE,312.7152564,0.439177239,1.980251377,0.602647723,low
NE,355.5485898,0.439177239,1.980251377,0.602647723,low
NE,335.8735898,0.439177239,1.980251377,0.602647723,low
NE,394.6819231,0.439177239,1.980251377,0.602647723,low
NE,523.2402564,0.439177239,1.980251377,0.602647723,low
NE,288.0735898,0.439177239,1.980251377,0.602647723,low
NE,314.3069231,0.439177239,1.980251377,0.602647723,low
NE,330.0152564,0.439177239,1.980251377,0.602647723,low
NE,416.6819231,0.439177239,1.980251377,0.602647723,low
NE,394.1152564,0.439177239,1.980251377,0.602647723,low
NE,369.9485898,0.439177239,1.980251377,0.602647723,low
NE,404.4735898,0.439177239,1.980251377,0.602647723,low
NE,342.7569231,0.439177239,1.980251377,0.602647723,low
NE,233.7319231,0.439177239,1.980251377,0.602647723,low
NE,305.5319231,0.439177239,1.980251377,0.602647723,low
NE,350.0485898,0.439177239,1.980251377,0.602647723,low
NE,344.8485898,0.439177239,1.980251377,0.602647723,low
NE,325.0485898,0.439177239,1.980251377,0.602647723,low
NE,413.2985898,0.439177239,1.980251377,0.602647723,low
NE,287.5319231,0.439177239,1.980251377,0.602647723,low
NE,352.9152564,0.439177239,1.980251377,0.602647723,low
NE,326.3235898,0.439177239,1.980251377,0.602647723,low
NE,338.7319231,0.439177239,1.980251377,0.602647723,low
NE,373.6319231,0.439177239,1.980251377,0.602647723,low
NE,372.0735898,0.439177239,1.980251377,0.602647723,low
NE,374.1735898,0.439177239,1.980251377,0.602647723,low
NE,478.0569231,0.439177239,1.980251377,0.602647723,low
NE,308.5902564,0.439177239,1.980251377,0.602647723,low
NE,273.5069231,0.439177239,1.980251377,0.602647723,low
NE,379.9319231,0.439177239,1.980251377,0.602647723,low
NE,379.1735898,0.439177239,1.980251377,0.602647723,low
NE,673.6235898,0.439177239,1.980251377,0.602647723,low
NE,420.9569231,0.439177239,1.980251377,0.602647723,low
NE,347.2985898,0.439177239,1.980251377,0.602647723,low
NE,356.3152564,0.439177239,1.980251377,0.602647723,low
NE,325.8652564,0.439177239,1.980251377,0.602647723,low
NE,326.4069231,0.439177239,1.980251377,0.602647723,low
NE,305.8069231,0.439177239,1.980251377,0.602647723,low
NE,319.2819231,0.439177239,1.980251377,0.602647723,low
NE,267.6319231,0.439177239,1.980251377,0.602647723,low
NE,323.0152564,0.439177239,1.980251377,0.602647723,low
NE,361.9569231,0.439177239,1.980251377,0.602647723,low
NE,359.3569231,0.439177239,1.980251377,0.602647723,low
NE,391.6652564,0.439177239,1.980251377,0.602647723,low
NE,407.9652564,0.439177239,1.980251377,0.602647723,low
NE,334.7652564,0.439177239,1.980251377,0.602647723,low
NE,508.9152564,0.439177239,1.980251377,0.602647723,low
NE,387.0652564,0.439177239,1.980251377,0.602647723,low
NE,333.7819231,0.439177239,1.980251377,0.602647723,low
NE,362.5819231,0.439177239,1.980251377,0.602647723,low
NE,343.0485898,0.439177239,1.980251377,0.602647723,low
NE,339.2985898,0.439177239,1.980251377,0.602647723,low
NE,343.5402564,0.439177239,1.980251377,0.602647723,low
NE,401.0485898,0.439177239,1.980251377,0.602647723,low
NV,321.8652564,0.63963629,2.208011589,0.389450469,medium
NV,312.1319231,0.722789007,1.693460216,0,medium
NV,293.6569231,0.735581733,1.840474894,0.778900939,medium
NV,435.5069231,0.594861749,2.149391813,1.168351408,medium
NV,323.3902564,0.658825378,1.616230986,0.389450469,medium
NV,554.6319231,0.543690846,2.570895921,3.505054225,low
NV,431.7902564,0.614050838,1.713930614,0.389450469,medium
NV,465.6902564,0.748374459,1.744636212,0,medium
NV,611.1235898,0.626843564,2.717910599,0.389450469,medium
NV,393.8735898,0.439177239,1.980251377,0.602647723,low
NV,266.2069231,0.735581733,2.059135966,0,medium
NV,327.8069231,0.748374459,1.890720417,0,medium
NV,496.7569231,0.582069024,2.168931738,1.557801878,medium
NV,523.5402564,0.703599919,1.671128872,0.389450469,medium
NV,714.3652564,0.716392644,2.122408106,0.389450469,medium
NV,669.1152564,0.722789007,1.382682352,0,medium
NV,427.0235898,0.741978096,1.81442166,0,medium
NV,579.8319231,0.678014467,1.169604116,0,medium
NV,588.6985898,0.575672661,1.62088335,2.336702817,medium
NV,611.1235898,0.588465387,1.073765434,2.225431254,medium
NV,621.0652564,0.748374459,1.479451507,0,medium
NV,676.2485898,0.703599919,1.6701984,0,medium
NV,348.2235898,0.439177239,1.980251377,0.602647723,low
NV,687.0652564,0.439177239,1.980251377,0.602647723,low
NV,314.9152564,0.439177239,1.980251377,0.602647723,low
NV,554.3735898,0.439177239,1.980251377,0.602647723,low
