State,Median Income,Medicare spending per patient,Skilled Nursing Facility,Weighted Efficiency Domain Score,spending
NV,385.9680787,0.439177239,1.980251377,0.602647723,low
NV,479.5985898,0.439177239,1.980251377,0.602647723,low
NV,368.3152564,0.439177239,1.980251377,0.602647723,low
NV,450.3569231,0.439177239,1.980251377,0.602647723,low
NV,518.4902564,0.439177239,1.980251377,0.602647723,low
NV,327.7569231,0.439177239,1.980251377,0.602647723,low
NV,386.1985898,0.439177239,1.980251377,0.602647723,low
NH,440.6319231,0.646032653,3.081725404,0,medium
NH,385.9680787,0.658825378,3.296664585,0,medium
NH,382.2235898,0.678014467,4.194570689,0,medium
NH,382.1735898,0.671618104,3.70607255,0,medium
NH,425.1485898,0.646032653,3.903332751,0,medium
NH,426.5235898,0.671618104,3.594415832,0.778900939,medium
NH,603.1152564,0.652429015,3.305038839,1.168351408,medium
NH,499.9069231,0.658825378,3.032410354,0,medium
NH,410.7319231,0.633239927,3.819590212,0,medium
NH,382.1735898,0.652429015,2.740241943,0,medium
NH,623.3819231,0.646032653,3.271541824,0.389450469,medium
NH,531.7902564,0.665221741,3.064046424,0,medium
NH,419.6235898,0.665221741,3.300386476,0,medium
NH,307.3652564,0.439177239,1.980251377,0.602647723,low
NH,356.8069231,0.439177239,1.980251377,0.602647723,low
NH,373.2235898,0.439177239,1.980251377,0.602647723,low
NH,390.7402564,0.439177239,1.980251377,0.602647723,low
NH,551.4569231,0.439177239,1.980251377,0.602647723,low
NH,497.3485898,0.439177239,1.980251377,0.602647723,low
NH,409.4819231,0.439177239,1.980251377,0.602647723,low
NH,340.5069231,0.439177239,1.980251377,0.602647723,low
NH,352.0569231,0.439177239,1.980251377,0.602647723,low
NH,585.6235898,0.439177239,1.980251377,0.602647723,low
NH,327.8485898,0.439177239,1.980251377,0.602647723,low
NH,364.8569231,0.439177239,1.980251377,0.602647723,low
NH,463.7652564,0.439177239,1.980251377,0.602647723,low
NJ,481.0985898,0.716392644,4.154560365,0,medium
NJ,333.2235898,0.690807193,3.880070934,0,medium
NJ,448.5069231,0.665221741,4.846832014,0,medium
NJ,880.1152564,0.658825378,4.18433549,0,medium
NJ,285.7569231,0.697203556,5.480483886,0,medium
NJ,823.7902564,0.697203556,5.518633264,0,medium
NJ,526.5819231,0.741978096,4.713774425,0,medium
NJ,738.6985898,0.671618104,4.283896063,0.389450469,medium
NJ,552.9235898,0.626843564,3.645591828,0.389450469,medium
NJ,1257.77359,0.703599919,4.855206268,0,medium
NJ,233.1652564,0.671618104,3.572084489,0,medium
NJ,385.9680787,0.678014467,3.590693941,0,medium
NJ,349.6902564,0.722789007,5.072006394,0,medium
NJ,704.8902564,0.703599919,5.3167207,0.389450469,medium
NJ,304.2569231,0.703599919,4.745410495,0,medium
NJ,436.0902564,0.68441083,2.757920923,0.389450469,medium
NJ,569.7319231,0.665221741,3.291081749,0,medium
NJ,519.9319231,0.722789007,4.861719576,0.389450469,medium
NJ,455.1735898,0.72918537,4.259703774,0,medium
NJ,385.9680787,0.741978096,5.586557767,0,medium
NJ,619.6319231,0.646032653,4.277382754,0,medium
NJ,233.1652564,0.658825378,3.210130629,0.389450469,medium
NJ,542.3319231,0.658825378,1.2552076,0,medium
NJ,408.6652564,0.690807193,3.66420128,0,medium
NJ,639.3735898,0.690807193,3.978701035,0,medium
NJ,368.2735898,0.709996282,4.209458251,0,medium
NJ,396.8235898,0.716392644,5.065493086,0,medium
NJ,803.2735898,0.703599919,3.773997053,0,medium
NJ,560.9735898,0.703599919,3.577667324,0,medium
NJ,1077.181923,0.658825378,3.025897045,0,medium
NJ,628.5569231,0.68441083,4.626309997,0,medium
NJ,406.4569231,0.633239927,3.115222419,0.389450469,medium
NJ,692.5735898,0.709996282,4.746340968,0,medium
NJ,866.5735898,0.709996282,4.001032378,0,medium
NJ,385.9680787,0.678014467,4.281104645,0,medium
NJ,566.7235898,0.697203556,4.291339844,0,medium
NJ,734.3235898,0.709996282,4.994777164,0,medium
NJ,577.8985898,0.671618104,3.768414217,0,medium
NJ,901.6069231,0.678014467,4.348098675,1.168351408,medium
NJ,493.9819231,0.63963629,3.905193696,0.778900939,medium
NJ,558.7402564,0.63963629,2.772808486,0,medium
NJ,259.2652564,0.68441083,2.732798162,0,medium
NJ,613.5902564,0.646032653,3.584180633,0,medium
NJ,368.2735898,0.665221741,4.111758623,0,medium
NJ,385.9680787,0.690807193,4.105245315,0,medium
NJ,641.3902564,0.703599919,5.019899926,0,medium
NJ,438.5569231,0.716392644,2.984025776,0,medium
NJ,1127.106923,0.690807193,3.771205635,0,medium
NJ,546.8569231,0.658825378,3.208269684,0,medium
NJ,321.9152564,0.748374459,6.200669714,0,medium
NJ,339.5569231,0.722789007,4.337863476,0,medium
NJ,525.2319231,0.658825378,3.499507622,0,medium
NJ,388.4402564,0.652429015,3.56557118,0,medium
NJ,428.7069231,0.716392644,4.022433249,0,medium
NJ,259.4735898,0.703599919,4.728661988,0,medium
NJ,385.9680787,0.754770822,5.033857016,0,medium
NJ,725.3735898,0.697203556,3.940551656,0,medium
NJ,710.4319231,0.68441083,4.479295319,0,medium
NJ,1200.64859,0.697203556,5.038509379,0,medium
NJ,584.4485898,0.665221741,3.871696681,0,medium
NJ,651.9985898,0.671618104,4.484878154,0,medium
NJ,675.9902564,0.665221741,3.936829766,1.557801878,medium
NJ,257.5069231,0.697203556,3.921011731,0.602647723,medium
NM,280.2235898,0.626843564,2.128921414,0.389450469,medium
NM,430.4902564,0.594861749,1.664615564,1.168351408,medium
NM,258.7902564,0.543690846,2.153113703,3.115603755,low
NM,347.0402564,0.550087209,1.788368426,2.336702817,medium
NM,406.8569231,0.588465387,2.138226141,1.557801878,medium
NM,356.5735898,0.607654475,2.356887213,0.778900939,medium
NM,236.5652564,0.63963629,1.902816561,0.389450469,medium
NM,336.9819231,0.562879935,2.425742189,1.66907344,medium
NM,290.8152564,0.543690846,3.360867198,3.505054225,low
NM,322.7402564,0.582069024,2.366191939,1.947252347,medium
NM,441.9069231,0.633239927,2.509484727,0.389450469,medium
NM,476.4902564,0.652429015,1.916773651,0,medium
NM,280.2235898,0.633239927,2.616489081,0,medium
NM,330.3569231,0.588465387,2.655568932,1.557801878,medium
NM,411.2319231,0.614050838,1.049573145,3.115603755,medium
NM,884.8819231,0.582069024,2.534607488,3.894504694,medium
NM,330.8152564,0.537294483,1.248694291,3.505054225,low
NM,485.8735898,0.439177239,1.980251377,0.602647723,low
NM,199.4985898,0.439177239,1.980251377,0.602647723,low
NM,261.4985898,0.505312669,1.753010465,3.894504694,low
NM,270.6069231,0.44134904,0.628999509,0.602647723,low
NM,330.8152564,0.543690846,2.391314701,3.894504694,low
NM,221.7819231,0.415763588,1.459911582,0.602647723,low
NM,685.9902564,0.582069024,1.253346654,1.947252347,medium
NM,370.4319231,0.601258112,2.398758482,2.336702817,medium
NM,237.3985898,0.524501758,0.33403968,0.602647723,low
NM,300.3069231,0.345403596,0,0.602647723,low
NM,518.6819231,0.601258112,2.330833979,0.556357814,medium
NM,297.9069231,0.550087209,1.922356487,0.602647723,medium
NM,476.4902564,0.646032653,1.753010465,0,medium
NM,356.5735898,0.601258112,2.020986587,1.168351408,medium
NM,522.0069231,0.588465387,1.815352133,2.225431254,medium
NM,100.2485898,0.439177239,1.980251377,0.602647723,low
NM,282.8319231,0.439177239,1.980251377,0.602647723,low
NM,257.3152564,0.439177239,1.980251377,0.602647723,low
NM,332.5319231,0.439177239,1.980251377,0.602647723,low
NM,346.6152564,0.439177239,1.980251377,0.602647723,low
NM,386.6319231,0.439177239,1.980251377,0.602647723,low
NM,305.6485898,0.439177239,1.980251377,0.602647723,low
NM,322.7569231,0.439177239,1.980251377,0.602647723,low
NM,385.9680787,0.439177239,1.980251377,0.602647723,low
NY,436.0819231,0.594861749,2.714188709,1.557801878,medium
NY,421.3152564,0.633239927,3.210130629,0,medium
NY,265.4402564,0.614050838,2.887256621,1.168351408,medium
NY,370.1402564,0.63963629,4.183405017,0,medium
NY,370.8569231,0.575672661,3.478106751,2.336702817,medium
NY,182.9569231,0.582069024,2.781182739,1.947252347,medium
NY,306.8069231,0.582069024,2.623002389,1.947252347,medium
NY,426.1152564,0.633239927,2.037735095,0.389450469,medium
NY,475.5235898,0.652429015,3.26316757,0,medium
NY,415.9235898,0.665221741,3.404599412,0,medium
NY,396.1069231,0.63963629,3.680019315,0,medium
NY,273.9735898,0.620447201,2.397828009,0.389450469,medium
NY,729.9819231,0.63963629,3.160815579,0.389450469,medium
NY,385.4985898,0.671618104,4.24760763,0,medium
NY,385.5235898,0.575672661,2.794209356,1.947252347,medium
NY,315.3152564,0.511709032,2.261979003,3.894504694,low
NY,623.7985898,0.68441083,3.55161409,0,medium
NY,385.9680787,0.633239927,3.443679263,0,medium
NY,992.1819231,0.652429015,3.924733621,0,medium
NY,541.6735898,0.633239927,2.588574902,0.389450469,medium
NY,354.0402564,0.594861749,2.663943186,1.557801878,medium
NY,563.8235898,0.588465387,2.914240328,1.947252347,medium
NY,336.9985898,0.607654475,2.316876889,0,medium
NY,321.8652564,0.646032653,4.56769022,0,medium
NY,768.1235898,0.646032653,3.548822672,0,medium
NY,426.1152564,0.601258112,1.950270666,1.168351408,medium
NY,388.0569231,0.556483572,2.663943186,2.726153286,medium
NY,294.7902564,0.620447201,3.683741206,0.389450469,medium
NY,1063.640256,0.678014467,3.640939464,0,medium
NY,189.5819231,0.582069024,1.937244049,2.336702817,medium
NY,396.1069231,0.665221741,3.868905263,0,medium
NY,343.8485898,0.556483572,3.086377767,2.726153286,medium
NY,445.4402564,0.556483572,2.169862211,2.336702817,medium
NY,298.1985898,0.601258112,2.781182739,1.168351408,medium
NY,372.0485898,0.582069024,2.127060469,1.557801878,medium
NY,191.4152564,0.575672661,1.591108225,1.947252347,medium
NY,348.0402564,0.543690846,2.111242434,3.115603755,low
NY,285.6819231,0.562879935,1.915843178,2.726153286,medium
NY,356.7235898,0.72918537,5.463735378,0,medium
NY,468.7485898,0.588465387,3.522769438,1.947252347,medium
NY,408.2985898,0.594861749,1.878624273,1.557801878,medium
NY,366.2485898,0.633239927,4.34623773,0.389450469,medium
NY,323.1985898,0.53089812,2.877951895,3.505054225,low
NY,749.9902564,0.569276298,1.2552076,0.602647723,medium
NY,948.3319231,0.614050838,2.163348902,0.778900939,medium
NY,385.8402564,0.63963629,3.296664585,0,medium
NY,347.9069231,0.594861749,2.671386967,1.947252347,medium
NY,651.2069231,0.690807193,4.426258378,0,medium
NY,1411.581923,0.63963629,3.339466327,0,medium
NY,487.7319231,0.633239927,4.341585367,0,medium
NY,385.9680787,0.601258112,2.875160477,1.947252347,medium
NY,369.6235898,0.588465387,3.479967697,4.381317781,medium
NY,391.3569231,0.594861749,2.663012713,1.947252347,medium
NY,948.3319231,0.620447201,2.380149029,0.778900939,medium
NY,209.8402564,0.575672661,2.132643305,1.947252347,medium
NY,481.0902564,0.658825378,3.524630384,0.389450469,medium
NY,397.6319231,0.601258112,3.895888969,1.557801878,medium
NY,369.1735898,0.646032653,4.080122553,0,medium
NY,328.7152564,0.594861749,3.898680387,2.781789067,medium
NY,412.6902564,0.607654475,3.098473912,1.168351408,medium
NY,254.5819231,0.601258112,2.543912215,1.168351408,medium
NY,245.9069231,0.607654475,2.964485851,1.168351408,medium
NY,556.8569231,0.703599919,4.756576167,0,medium
NY,323.0235898,0.492519943,2.400619427,9.736261736,low
NY,324.7402564,0.537294483,2.451795423,2.726153286,low
NY,377.5652564,0.620447201,2.195915445,0.778900939,medium
NY,361.2402564,0.543690846,1.244041928,3.115603755,low
NY,723.6902564,0.678014467,4.415092706,0,medium
NY,491.1485898,0.652429015,2.384801392,0,medium
NY,893.0735898,0.626843564,2.522511344,0.389450469,medium
NY,424.8735898,0.575672661,2.311294053,2.726153286,medium
NY,237.0152564,0.575672661,2.536468433,2.336702817,medium
NY,290.7152564,0.439177239,1.980251377,0.602647723,low
NY,653.5235898,0.63963629,3.21757441,0,medium
NY,749.9902564,0.652429015,2.837941571,0,medium
NY,364.2902564,0.562879935,2.24709144,2.726153286,medium
NY,360.5819231,0.582069024,2.553216941,1.947252347,medium
NY,646.8152564,0.741978096,4.381595691,0,medium
NY,1305.615256,0.63963629,2.540190324,0,medium
NY,385.9680787,0.658825378,4.911034626,0.389450469,medium
NY,846.5902564,0.658825378,3.115222419,0,medium
NY,488.1152564,0.607654475,3.020314209,1.168351408,medium
NY,357.0735898,0.601258112,2.520650398,1.168351408,medium
NY,321.8652564,0.678014467,5.445125925,0,medium
NY,291.4152564,0.63963629,4.070817827,0,medium
NY,823.0152564,0.646032653,3.214782992,0,medium
NY,372.7485898,0.633239927,3.961952527,0.389450469,medium
NY,268.1402564,0.511709032,1.153786081,3.894504694,low
NY,813.2985898,0.671618104,4.179683126,0,medium
NY,273.9735898,0.556483572,0.846730108,1.947252347,medium
NY,398.2319231,0.68441083,2.509484727,0,medium
NY,398.2319231,0.556483572,2.063788329,2.336702817,medium
NY,197.9902564,0.594861749,3.001704756,1.557801878,medium
NY,806.3319231,0.607654475,2.637889952,1.168351408,medium
NY,763.8485898,0.633239927,4.15642131,0,medium
NY,370.1402564,0.626843564,3.138484235,0.389450469,medium
NY,326.9569231,0.550087209,1.866528128,2.726153286,medium
NY,806.3319231,0.633239927,1.779063699,0.389450469,medium
NY,406.2152564,0.620447201,3.399947049,0.389450469,medium
NY,390.6402564,0.620447201,3.901471805,1.168351408,medium
NY,241.3985898,0.607654475,2.950528761,1.168351408,medium
NY,294.6235898,0.626843564,2.951459234,1.168351408,medium
NY,523.7319231,0.582069024,1.961436338,1.947252347,medium
NY,346.0069231,0.53089812,1.804186461,3.894504694,low
NY,421.3152564,0.646032653,2.610906245,0.556357814,medium
NY,485.5485898,0.562879935,2.088911091,2.336702817,medium
NY,300.8819231,0.588465387,3.416695557,1.947252347,medium
NY,419.0902564,0.588465387,2.59136632,1.168351408,medium
NY,360.5819231,0.569276298,1.778133227,2.336702817,medium
NY,232.5902564,0.63963629,3.37575476,0,medium
NY,736.9319231,0.703599919,2.709536346,0,medium
NY,376.1235898,0.575672661,2.827706372,2.336702817,medium
NY,677.7569231,0.646032653,2.408063208,0,medium
NY,372.4235898,0.537294483,1.918634596,3.115603755,low
NY,294.4985898,0.607654475,2.919823164,1.168351408,medium
NY,333.9985898,0.607654475,2.121477633,1.557801878,medium
NY,197.9902564,0.633239927,2.328973033,0.389450469,medium
NY,269.4485898,0.626843564,3.851226282,0.389450469,medium
NY,846.5902564,0.658825378,2.916101273,0,medium
NY,422.6985898,0.524501758,2.282449401,3.505054225,low
NY,350.2569231,0.594861749,2.193124027,1.168351408,medium
NY,933.9235898,0.690807193,3.712585858,0.389450469,medium
NY,719.5569231,0.652429015,3.712585858,0,medium
NY,350.7819231,0.439177239,1.482242925,5.563578135,low
NY,461.2652564,0.63963629,3.739569565,0,medium
NY,458.0485898,0.543690846,1.572498772,2.726153286,low
NY,906.0235898,0.678014467,5.514911374,0,medium
NY,192.0235898,0.556483572,1.363142427,2.920878521,medium
NY,948.3319231,0.63963629,2.154044176,0.556357814,medium
NY,789.7319231,0.63963629,4.182474544,0,medium
NY,330.2652564,0.562879935,2.203359226,2.726153286,medium
NY,372.6819231,0.575672661,3.281777023,1.947252347,medium
NY,374.1069231,0.633239927,3.490202896,0.389450469,medium
NY,385.9680787,0.582069024,1.565985463,1.947252347,medium
NY,833.2819231,0.678014467,4.245746684,0,medium
NY,476.7652564,0.671618104,3.638148046,0,medium
NY,308.5819231,0.652429015,4.004754269,0.389450469,medium
NY,429.2069231,0.569276298,1.760454247,2.336702817,medium
NY,969.9235898,0.68441083,4.467199174,0,medium
NY,732.5485898,0.709996282,5.354870079,0.389450469,medium
NY,620.7235898,0.607654475,3.616747176,1.168351408,medium
NY,398.2319231,0.620447201,1.283121779,0,medium
NY,578.7152564,0.658825378,4.780768456,0,medium
NY,711.4319231,0.690807193,4.991055274,0,medium
NY,294.7902564,0.601258112,3.592554887,2.225431254,medium
NY,336.9985898,0.646032653,4.523958006,0,medium
NY,501.3902564,0.626843564,2.940293562,0,medium
NY,348.9319231,0.594861749,2.330833979,1.557801878,medium
NY,297.0402564,0.63963629,4.278313227,0,medium
NY,220.3319231,0.594861749,2.282449401,1.557801878,medium
NY,292.3735898,0.646032653,2.327112088,1.168351408,medium
NY,212.2819231,0.582069024,2.261979003,2.336702817,medium
NY,917.8069231,0.68441083,4.480225791,0,medium
NY,237.0152564,0.439177239,1.980251377,0.602647723,low
NY,947.3652564,0.439177239,1.980251377,0.602647723,low
NY,454.2319231,0.439177239,1.980251377,0.602647723,low
NY,377.5652564,0.53089812,2.899352765,0.602647723,low
NY,345.9652564,0.439177239,1.980251377,0.602647723,low
NY,422.2819231,0.439177239,1.980251377,0.602647723,low
NY,452.8819231,0.439177239,1.980251377,0.602647723,low
NY,377.1069231,0.439177239,1.980251377,0.602647723,low
NY,336.4985898,0.439177239,1.980251377,0.602647723,low
NY,296.8235898,0.439177239,1.980251377,0.602647723,low
NY,324.3485898,0.439177239,1.980251377,0.602647723,low
NY,346.9902564,0.439177239,1.980251377,0.602647723,low
NY,354.8569231,0.439177239,1.980251377,0.602647723,low
NY,344.3902564,0.439177239,1.980251377,0.602647723,low
NY,329.6902564,0.439177239,1.980251377,0.602647723,low
NY,351.7652564,0.439177239,1.980251377,0.602647723,low
NY,388.3152564,0.439177239,1.980251377,0.602647723,low
NY,360.5735898,0.439177239,1.980251377,0.602647723,low
NC,410.8235898,0.620447201,2.718841072,0.778900939,medium
NC,218.8652564,0.633239927,3.034271299,0.389450469,medium
NC,303.1902564,0.569276298,2.709536346,2.336702817,medium
NC,385.9680787,0.620447201,2.823984481,0.389450469,medium
NC,242.1069231,0.556483572,1.68415549,2.726153286,medium
NC,369.7235898,0.633239927,2.991469557,0,medium
NC,299.1985898,0.575672661,2.809096919,2.726153286,medium
NC,328.7652564,0.607654475,2.952389706,0.778900939,medium
NC,358.9069231,0.620447201,2.499249528,0.389450469,medium
NC,308.9152564,0.646032653,3.868905263,0.778900939,medium
NC,334.1235898,0.575672661,2.934710726,1.947252347,medium
NC,475.0985898,0.607654475,3.878209989,1.168351408,medium
NC,383.5319231,0.594861749,2.62672428,1.557801878,medium
NC,306.7319231,0.607654475,2.730006744,1.168351408,medium
NC,305.3735898,0.626843564,4.018711359,1.168351408,medium
NC,282.7985898,0.550087209,2.62672428,2.726153286,medium
NC,233.2652564,0.614050838,1.939104995,0.778900939,medium
NC,385.9680787,0.614050838,1.9865591,0.778900939,medium
NC,385.9680787,0.626843564,2.169862211,0.389450469,medium
NC,254.5569231,0.601258112,2.185680246,1.557801878,medium
NC,328.4819231,0.671618104,3.926594567,0,medium
NC,343.6985898,0.607654475,1.827448277,1.168351408,medium
NC,320.8235898,0.594861749,2.424811716,1.557801878,medium
NC,287.5235898,0.614050838,1.756732356,0.778900939,medium
NC,282.3402564,0.658825378,5.284154157,0,medium
NC,366.1569231,0.594861749,2.687205002,1.168351408,medium
NC,385.9680787,0.620447201,2.043317931,0.389450469,medium
NC,334.8485898,0.588465387,1.97260201,2.781789067,medium
NC,385.9680787,0.588465387,1.752079993,1.557801878,medium
NC,231.0985898,0.588465387,4.077331135,1.168351408,medium
NC,385.9680787,0.633239927,2.353165322,0,medium
NC,294.3985898,0.575672661,2.524372289,1.947252347,medium
NC,412.1569231,0.614050838,2.120547161,0.778900939,medium
NC,250.2319231,0.620447201,4.019641831,0.778900939,medium
NC,312.2735898,0.63963629,2.64068137,0,medium
NC,327.6902564,0.63963629,2.388523283,0,medium
NC,385.9680787,0.594861749,3.296664585,1.557801878,medium
NC,296.1235898,0.588465387,2.557869304,1.557801878,medium
