hospitalID,expenditure,efficiency
1,18143,0.005390509
2,18143,0.005390509
3,22785,0.004318631
4,15842,0.006211337
5,22785,0.004318631
6,15842,0.006211337
7,20886,0.004696926
8,19092,0.004865912
9,20886,0.004696926
10,19092,0.004865912
11,20886,0.004696926
12,19092,0.004865912
13,17981,0.005466882
14,20895,0.004666188
15,13169,0.007001291
16,20895,0.004666188
17,13169,0.007001291
18,15517,0.006218986
19,19338,0.005031544
20,18242,0.005383182
21,13283,0.007377851
22,15789,0.00611185
23,15584,0.006172998
24,17448,0.005335855
25,19716,0.004245283
26,19716,0.004245283
27,19050,0.005223097
28,18019,0.005544148
29,20286,0.004880213
30,18891,0.005235297
31,25352,0.003837962
32,19668,0.005038641
33,17076,0.005621926
34,17928,0.005455154
35,17076,0.005621926
36,17928,0.005455154
37,18137,0.005447428
38,21776,0.00438097
39,20127,0.004869081
40,20844,0.004730378
41,18508,0.005305814
42,19969,0.004867545
43,19715,0.004833883
44,18456,0.00520156
45,17416,0.005391594
46,14156,0.006675615
47,21527,0.004487388
48,17416,0.005391594
49,14156,0.006675615
50,21527,0.004487388
51,17416,0.005391594
52,14156,0.006675615
53,21527,0.004487388
54,14336,0.0066476
55,17763,0.004892192
56,18526,0.005138724
57,20704,0.004477396
58,19740,0.004934144
59,18653,0.005227041
60,16883,0.005715809
61,17537,0.005462736
62,20392,0.004805806
63,20178,0.00471801
64,20392,0.004805806
65,20178,0.00471801
66,16946,0.005824383
67,18690,0.005232745
68,17629,0.005343468
69,15441,0.006100641
70,20633,0.004735133
71,21486,0.00447268
72,17265,0.005624095
73,21054,0.004687945
74,19171,0.005184915
75,23093,0.004196077
76,18672,0.004970009
77,21163,0.004588196
78,20346,0.004792097
79,18968,0.0050717
80,19564,0.004860969
81,18060,0.005492802
82,19265,0.005112899
83,18060,0.005492802
84,19265,0.005112899
85,19417,0.004969872
86,20249,0.004839745
87,19778,0.004909495
88,18641,0.004806609
89,13931,0.006539373
90,16830,0.005626857
91,17010,0.005737801
92,13653,0.007097341
93,17638,0.005397437
94,14253,0.006882762
95,17638,0.005397437
96,14253,0.006882762
97,17880,0.005419463
98,20672,0.004740712
99,19454,0.005042665
100,20672,0.004740712
101,19454,0.005042665
102,17734,0.005543025
103,17734,0.005543025
104,16009,0.005971641
105,16009,0.005971641
106,17122,0.005787875
107,19445,0.004988429
108,18440,0.005357918
109,19842,0.004994456
110,19757,0.005031128
111,19842,0.004994456
112,19757,0.005031128
113,18017,0.0053061
114,17216,0.005657528
115,16417,0.005951148
116,16897,0.005793928
117,13823,0.006670043
118,16260,0.005817958
119,14713,0.006653979
120,14367,0.006675019
121,17327,0.005453916
122,19210,0.005039042
123,19557,0.004780897
124,18198,0.005313771
125,19557,0.004780897
126,18198,0.005313771
127,17766,0.005499268
128,15863,0.00622833
129,13276,0.00731395
130,16180,0.005859085
131,19035,0.004990806
132,15583,0.006224732
133,12225,0.008122699
134,15145,0.006470782
135,13088,0.007121027
136,18428,0.005258303
137,12754,0.00775443
138,13436,0.006638881
139,16363,0.00593412
140,14970,0.006386106
141,16415,0.005708194
142,16296,0.005952381
143,13833,0.006665221
144,19408,0.004972176
145,17021,0.005792844
146,19571,0.004782586
147,19065,0.005177026
148,20135,0.004936677
149,14396,0.006737983
150,13407,0.006765123
151,15595,0.005553062
152,16153,0.006054603
153,14431,0.006693923
154,16917,0.005840279
155,18464,0.005350953
156,16941,0.005761171
157,16536,0.00549105
158,16939,0.005448964
159,15797,0.006165728
160,16580,0.005747889
161,15276,0.006441477
162,17622,0.005527182
163,19562,0.005025049
164,18280,0.005328228
165,22576,0.004292169
166,19113,0.005069848
167,22358,0.004249038
168,20125,0.004829814
169,22684,0.004179157
170,18513,0.005380003
171,22684,0.004179157
172,18513,0.005380003
173,24368,0.004021668
174,16958,0.00584385
175,23762,0.004191566
176,16958,0.00584385
177,23762,0.004191566
178,20622,0.004786151
179,21107,0.004714076
180,22216,0.004348218
181,20136,0.004762614
182,20811,0.0047571
183,19878,0.004945166
184,19497,0.005041801
185,19497,0.005041801
186,18153,0.005023963
187,16483,0.005903052
188,18552,0.00529862
189,17219,0.005499739
190,16100,0.006043478
191,18771,0.005210165
192,20056,0.00487136
193,16443,0.005905248
194,17936,0.005396967
195,14749,0.006285172
196,18143,0.00545665
197,16133,0.005900948
198,19488,0.005018473
199,15261,0.006277439
200,19365,0.00511748
201,18856,0.005016971
202,16031,0.005745119
203,17280,0.005763889
204,17436,0.005609085
205,17630,0.005536018
206,17604,0.005544195
207,17284,0.005079843
208,17483,0.005348052
209,15684,0.00627391
210,15122,0.006308689
211,22368,0.00432314
212,14422,0.006316738
213,17412,0.005507696
214,15285,0.006130193
215,20785,0.004551359
216,17716,0.005458343
217,16350,0.005914373
218,20674,0.00474509
219,19579,0.00501047
220,22029,0.004480458
221,19212,0.005048928
222,17334,0.005526711
223,18369,0.005242528
224,15404,0.006407427
225,16761,0.005864805
226,18716,0.005273563
227,20774,0.004722249
228,17453,0.005615081
229,20774,0.004722249
230,17453,0.005615081
231,20774,0.004722249
232,17453,0.005615081
233,18978,0.005206028
234,17000,0.005752941
235,19629,0.005038463
236,16494,0.005929429
237,15711,0.00576666
238,17071,0.005652862
239,19367,0.004982703
240,16955,0.005697434
241,19367,0.004982703
242,16955,0.005697434
243,21665,0.004541888
244,18679,0.005246534
245,18679,0.005246534
246,19955,0.004926084
247,16541,0.005936763
248,16900,0.005319527
249,18561,0.005231399
250,19945,0.004918526
251,16157,0.005867426
252,19096,0.005126728
253,17547,0.005499516
254,21928,0.004460051
255,20575,0.004743621
256,21928,0.004460051
257,20575,0.004743621
258,15579,0.006239168
259,17580,0.005500569
260,18253,0.005412809
261,18057,0.005510328
262,19178,0.005177808
263,19173,0.00511657
264,18282,0.005344054
265,20044,0.004844342
266,19648,0.005023412
267,18715,0.005209725
268,20513,0.004792083
269,18496,0.005211938
270,18480,0.005281385
271,19250,0.005054545
272,20604,0.00467385
273,19754,0.004945834
274,24108,0.004040153
275,23568,0.004132722
276,24108,0.004040153
277,23568,0.004132722
278,20340,0.004773845
279,22071,0.004476462
280,20340,0.004773845
281,22071,0.004476462
282,18765,0.005222489
283,19634,0.004960782
284,18495,0.005233847
285,22094,0.004480855
286,21401,0.004560535
287,20854,0.004766472
288,19537,0.005016123
289,20346,0.004767522
290,19198,0.005104698
291,16627,0.0060083
292,19991,0.004997249
293,19991,0.004997249
294,18685,0.005250201
295,18578,0.005355797
296,20050,0.004932668
297,19299,0.005083165
298,20318,0.004887292
299,18366,0.005325057
300,19548,0.004972376
301,19741,0.004999747
302,18095,0.005349544
303,18481,0.00522699
304,21633,0.004419174
305,21063,0.004576746
306,17832,0.005467699
307,17924,0.004814773
308,20365,0.003992143
309,18753,0.005183171
310,18686,0.005233865
311,18418,0.00523944
312,17620,0.005550511
313,20026,0.004978528
314,17585,0.005595678
315,22782,0.004248968
316,17414,0.005575973
317,20001,0.004919754
318,18261,0.005399485
319,18213,0.005424697
320,19216,0.005136345
321,17281,0.005757769
322,16721,0.005872854
323,16071,0.006160164
324,18716,0.005188074
325,13206,0.007466303
326,19254,0.005017139
327,17794,0.005518714
328,17384,0.005545329
329,17154,0.005677976
330,16851,0.005833482
331,19777,0.004874349
332,19587,0.005064584
333,16319,0.005962375
334,20583,0.004770927
335,19993,0.004976742
336,20090,0.004952713
337,17995,0.005395943
338,16538,0.00588342
339,18765,0.00521716
340,18298,0.005399497
341,19067,0.005186972
342,21228,0.004597701
343,21023,0.004642534
344,19829,0.004967472
345,20755,0.004760299
346,19504,0.005039992
347,18952,0.005049599
348,17728,0.005561823
349,17180,0.005820722
350,15257,0.006023465
351,15633,0.006326361
352,20771,0.00468923
353,18361,0.005435434
354,17337,0.005612274
355,18188,0.005498131
356,15789,0.006029514
357,14732,0.006367092
358,14259,0.006711551
359,15797,0.006317655
